Id,SalePrice
1461,130960.10626326557
1462,154737.44820585742
1463,183163.78339364828
1464,187439.85330504327
1465,188325.82939804593
1466,178221.98004034162
1467,175328.0966316288
1468,169695.23507260106
1469,179347.40345574648
1470,125710.96613551515
1471,207731.74396428722
1472,93581.87030891931
1473,97890.41431089713
1474,151536.97770256692
1475,121475.40426905578
1476,360264.85757629946
1477,255549.69045959722
1478,298272.7030058359
1479,280260.8047546861
1480,513269.1216374314
1481,308653.60270092613
1482,202276.22106641336
1483,180610.5911079803
1484,172179.1287872439
1485,175195.4462839662
1486,197268.2623816542
1487,351323.14491416357
1488,228892.27612064994
1489,202771.77335876235
1490,213480.60111406885
1491,192588.63284419564
1492,87225.50904431635
1493,177745.2912586034
1494,288285.7126490108
1495,294114.6880047029
1496,241832.91949151372
1497,180950.44499192346
1498,159692.3978255919
1499,159348.4440003191
1500,162686.53047087594
1501,174878.90865058376
1502,155358.15107680255
1503,274196.29034496
1504,227289.05694446448
1505,224638.02597254678
1506,183926.30319019695
1507,252856.02440752144
1508,197462.64820265898
1509,160123.40873494314
1510,144390.52278273014
1511,146553.6027528466
1512,172975.80806840258
1513,142634.74664716606
1514,158952.66080217605
1515,202943.39653721548
1516,157972.10517488467
1517,158594.24610311294
1518,136233.78662129078
1519,231062.62081431868
1520,136700.47767063254
1521,135147.05675204538
1522,165003.20536066568
1523,114993.39241153795
1524,122839.82103140847
1525,129406.76197995996
1526,126340.5327342259
1527,103805.68324569921
1528,130466.84130539095
1529,147580.20778602388
1530,167369.6483575801
1531,128403.04073282327
1532,94093.85292548219
1533,145938.57511780306
1534,122001.6907611832
1535,153885.07161550547
1536,110572.02563005961
1537,73183.91886136663
1538,151781.05043232933
1539,186515.31295078408
1540,97230.58914985492
1541,139048.456997653
1542,132190.67943415683
1543,192129.2787570919
1544,78681.01071696643
1545,104491.5639801438
1546,124445.50203007307
1547,135384.86643177038
1548,127672.8105313051
1549,113432.19712105412
1550,137026.05225180925
1551,118317.4374540986
1552,129445.626574137
1553,142426.5440310371
1554,115519.20491165847
1555,181006.07305693062
1556,90488.86253564314
1557,97188.95416274678
1558,100962.0453396608
1559,82540.22241071425
1560,151072.84572591088
1561,122985.46917940708
1562,131646.57181797977
1563,121953.3451454674
1564,156930.17619624632
1565,148148.12190062986
1566,228039.33214907517
1567,78443.1677668941
1568,235634.53649019252
1569,143659.05381401005
1570,143214.97829982813
1571,123909.01461296072
1572,147144.919247637
1573,244252.90066583198
1574,116332.77339652427
1575,220685.80675507282
