Id,SalePrice
1461,126131.82486458038
1462,158515.47186969387
1463,180803.40628185778
1464,190081.64500439854
1465,193896.59827443023
1466,177914.693387323
1467,175568.8783211091
1468,169309.02102069068
1469,183204.5253479621
1470,124865.51153329566
1471,197314.04923387
1472,97940.42433004612
1473,99629.34105394028
1474,150052.2379109956
1475,120711.99524892872
1476,351252.10287991125
1477,254427.9603996386
1478,295918.2471627634
1479,289265.324542008
1480,466021.53781904007
1481,311459.45679024264
1482,204233.55164060325
1483,180811.1612773356
1484,172044.32235169943
1485,179266.64248260082
1486,195710.27603382562
1487,326455.3156219136
1488,232253.07998354756
1489,198688.42086903722
1490,223654.91543765654
1491,195510.52791088208
1492,95557.40186525571
1493,172273.89159971641
1494,290038.327300744
1495,285737.1963671989
1496,234954.04797825494
1497,182136.46317847367
1498,170588.42699035283
1499,160363.66784124193
1500,160082.098970009
1501,175367.27779063507
1502,159018.76115405047
1503,270958.09787517996
1504,229026.6837716939
1505,224303.28207909936
1506,183379.55307842698
1507,249734.47660872448
1508,194891.16009768643
1509,158278.94434960652
1510,145659.61882714377
1511,155929.7125428055
1512,173910.24390664088
1513,144656.28795460975
1514,159669.76410360713
1515,193330.39823818675
1516,153396.4731399829
1517,156129.51384640374
1518,136561.58824859268
1519,222814.98065097982
1520,134812.94950629963
1521,136213.7120453701
1522,168223.36622308084
1523,116314.27516903587
1524,121575.17110934023
1525,125821.3073975571
1526,121153.02018846842
1527,108424.38407462295
1528,130791.56413995434
1529,148128.13516097015
1530,173351.36597538818
1531,123750.37053820418
1532,98067.5777687707
1533,144706.16236241526
1534,123788.46581425592
1535,147985.32103391815
1536,112548.67394118036
1537,78418.07001177623
1538,144526.6825642112
1539,188036.59762988906
1540,102483.87354726161
1541,135949.54553019334
1542,139715.91696022172
1543,182282.43183547488
1544,87212.93955888858
1545,108863.63568248326
1546,128711.78158945423
1547,135001.69345324795
1548,129761.91366636478
1549,117118.2264638113
1550,135779.30341772345
1551,116049.61898345572
1552,137508.20851986893
1553,136893.02433880532
1554,115893.03990739575
1555,169811.33047387074
1556,96132.46880335978
1557,109488.11226805577
1558,103484.72142134135
1559,82817.9878301876
1560,141644.24779544392
1561,130377.55842531101
1562,131689.59108245693
1563,122360.22585564015
1564,162438.48008476262
1565,149135.33062792572
1566,219763.43306657765
1567,85904.62593983265
1568,230528.9382442913
1569,144460.63417035926
1570,138057.2260591517
1571,123560.37791058232
1572,143081.4453889136
1573,229247.82187208443
1574,123728.44464310532
1575,212735.583945295
1576,231514.29346170815
1577,189301.7429716738
1578,145834.66688736907
1579,143121.1426452041
1580,190698.22911535008
1581,144906.39410344107
1582,127503.91364241797
1583,311881.8066027222
1584,228499.00193475976
1585,144710.58495807476
1586,83874.02069224721
1587,109506.45716700867
1588,143559.32065435717
1589,103401.32353350402
1590,132778.05589148356
1591,96727.42630137359
1592,125713.19270657092
1593,121203.34619867492
1594,122491.18338850341
1595,119005.25637114492
1596,217798.65164289088
1597,181475.3417611519
1598,196593.97674197835
1599,165682.1982888589
1600,167063.4739945361
1601,76321.7225208106
1602,115490.38482454378
1603,80069.6370220615
1604,265401.5511069679
1605,241892.1644879569
1606,163756.8078555439
1607,166375.3994489715
1608,211864.57117015735
1609,187828.64882563465
1610,154706.74623793177
1611,142057.4150456554
1612,178595.83753042307
1613,172382.85426768535
1614,118830.73493383068
1615,87423.47084741427
1616,81594.6139110233
1617,93690.48472980688
1618,130296.78282042258
1619,138859.63585360648
1620,174768.27038401566
1621,137306.65880172493
1622,140753.313115345
1623,260850.92538502056
1624,217639.43184066613
1625,124291.0925358243
1626,167247.68068000203
1627,190227.3010816048
1628,266271.8537423556
1629,175394.64790724634
1630,337928.72237779305
1631,210299.2927198421
1632,237450.45141711322
1633,171197.5901441914
1634,186716.24539140632
1635,177954.1167879892
1636,161523.29020960594
1637,194330.63270598644
1638,191321.96576207163
1639,181915.89010801306
1640,244386.95615453745
1641,178889.9994855793
1642,228219.64685092284
1643,223475.32200670056
1644,221921.91851440372
1645,204363.85967788522
1646,157529.39543113927
1647,157484.9811194729
1648,134510.47048186895
1649,138341.93080373094
1650,118922.9264647644
1651,122251.02844333864
1652,98652.30099675647
1653,99979.82373299082
1654,151192.83856089693
1655,141977.8753825444
1656,146412.4436112724
1657,152180.3276184583
1658,151280.1876027696
1659,127669.85798021851
1660,151803.16391227854
1661,432858.22072272166
1662,371387.30872059043
1663,376098.3542030552
1664,479863.75976204977
1665,306158.37479878427
1666,316342.44545859954
1667,359360.2136805865
1668,331975.8528637765
1669,288354.35524660914
1670,338024.0586679307
1671,274116.4919118659
1672,430187.4298835025
1673,291588.6936129328
1674,249608.02778404072
1675,197691.3433557647
1676,194522.76971021335
1677,211034.05282881152
1678,440257.1784095773
1679,380432.4573261092
1680,316054.0054692008
1681,238855.4560089467
1682,309739.4798599007
1683,192928.94774067093
1684,179127.6263844523
1685,178317.60320977346
1686,176021.08407444268
1687,170754.76094044757
1688,191828.0381415255
1689,193127.12974162342
1690,191784.36271997917
1691,182803.7063903245
1692,249410.08438920227
1693,172037.5443414097
1694,182052.99368065826
1695,168603.02556668298
1696,273479.14491722744
1697,168862.80530974778
1698,343290.26407419256
1699,322279.43258103734
1700,249669.2965631566
1701,263451.50842753466
1702,249895.63725155874
1703,247212.14491573063
1704,286916.31532950705
1705,228396.69474034949
1706,304556.0498840715
1707,213356.18039416088
1708,206233.5134098405
1709,257355.4584997828
1710,218687.42930999098
1711,257236.59100908376
1712,261850.67978541335
1713,271168.85373538634
1714,219645.15504729628
1715,200474.31362082582
1716,179432.99193417706
1717,167715.20258535226
1718,132984.60043615598
1719,203798.3339842119
1720,236983.7237548587
1721,158505.4966696748
1722,122498.65030779841
1723,152252.1043538794
1724,210953.79885856065
1725,231460.0188721097
1726,188328.23121132134
1727,169151.94012667876
1728,179038.83476149026
1729,163536.83574225273
1730,150465.67255666145
1731,123596.0800268396
1732,130520.70753340377
1733,121147.80498166748
1734,127580.8561862685
1735,129355.41570680514
1736,119209.40992144155
1737,291343.37940927665
1738,225242.3682966475
1739,261430.86805928496
1740,227214.48491590205
1741,188961.36408704496
1742,171897.73616974783
1743,173892.6519560447
1744,286661.9913186017
1745,212585.34551517246
1746,189846.6946015817
1747,211493.20540005594
1748,219086.6620489276
1749,153776.5460512197
1750,134939.19867324247
1751,229797.9076292118
1752,121163.97865161602
1753,149551.77098051156
1754,191814.3823621487
1755,165894.8806586542
1756,127632.77680234645
1757,122645.22363421043
1758,146865.3453149894
1759,159173.0912238345
1760,164304.5236064905
1761,146718.7609649712
1762,178378.90681159357
1763,170948.52322450126
1764,117922.90586257233
1765,152262.12058679762
1766,181638.49612202687
1767,219290.33917746614
1768,141672.24971615823
1769,164740.655823282
1770,147150.1900034563
1771,125670.60285619934
1772,136065.23113868973
1773,131201.16060207124
1774,148045.1390851925
1775,136668.73349959785
1776,120755.04432814333
1777,116088.90088419727
1778,136728.86155673614
1779,124359.66639048129
1780,168041.59095373002
1781,127936.82794298539
1782,99768.98582236275
